Description,End Time,Facility Code,Participant Code,Reason,Start Time,Status,Number of Records,Outage MW,Outage Time Days,Outage Time Minutes,Recovery Time Minutes
PNJ U2 start up profile on return to service,12/12/2016 7:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,12/12/2016 7:00:00 PM,Approved,1,59,0,0,
PNJ U2 start up profile on return to service,12/12/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,12/12/2016 6:30:00 PM,Approved,1,74,0,0,
PNJ U2 start up profile on return to service,12/12/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,12/12/2016 6:00:00 PM,Approved,1,117.8,0,0,
Plant pulsation alarm issue,4/11/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/11/2017 2:30:00 PM,Approved,1,132.913,0,0,
Protective load shed trip,4/13/2016 12:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/13/2016 12:00:00 PM,Approved,1,175.023,0,0,
Protective load shed trip,4/13/2016 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/13/2016 12:30:00 PM,Approved,1,190,0,0,
Rotor temperature issue.,3/26/2016 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,3/26/2016 12:30:00 PM,Approved,1,19.208,0,0,
Routine maintenance outage overrun,9/9/2016 1:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,9/8/2016 5:00:00 PM,Approved,1,190,0.354166667,0.000245949,
SCADA issue causing outage of 14 turbines,10/15/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/15/2016 3:30:00 AM,Approved,1,36.1,0.166666667,0.000115741,
Slow ramp rate due to power augmentation limitations,4/10/2017 3:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/10/2017 3:00:00 PM,Approved,1,18.709,0,0,
Slow ramp up from outage,6/12/2017 9:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,6/12/2017 9:30:00 AM,Approved,1,59.02,0,0,
Slow to ramp,1/16/2016 10:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/16/2016 10:30:00 AM,Approved,1,7.091,0,0,
Slow to ramp,1/16/2016 8:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/16/2016 8:00:00 AM,Approved,1,9.389,0,0,
Slow to ramp,10/30/2016 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/30/2016 10:00:00 AM,Approved,1,47.048,0,0,
Slow to ramp up,7/18/2016 7:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/18/2016 7:00:00 AM,Approved,1,71.208,0,0,
"Slow to ramp up, unit returning to service from outage",7/18/2016 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/18/2016 10:00:00 AM,Approved,1,59.576,0,0,
"Slow to ramp up, unit returning to service from outage",7/18/2016 9:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/18/2016 9:30:00 AM,Approved,1,59.708,0,0,
Slow to ramp. Output limited due to ambient conditions.,2/17/2016 1:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,2/17/2016 1:00:00 AM,Approved,1,6.02,0,0,
Three collector groups tripped offline due to a suspected cable fault,2/1/2016 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,2/1/2016 9:00:00 AM,Approved,1,44.6,0.041666667,2.893518519e-05,
Transformer 1 and Collector groups 1 to 3 offline for HV maintenance,4/3/2017 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/3/2017 7:30:00 AM,Approved,1,44.1,0.458333333,0.000318287,
Transformer 1 and Collector groups 1 to 3 offline for HV maintenance,4/4/2017 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/4/2017 5:30:00 AM,Approved,1,44.1,0.541666667,0.000376157,
Transformer 1 offline for HV maintenance,4/4/2017 5:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/3/2017 7:00:00 PM,Approved,1,31.1,0.416666667,0.000289352,
Transformer 1 offline for HV maintenance,4/5/2017 4:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/4/2017 7:00:00 PM,Approved,1,31.1,0.375,0.000260417,
Unable to meet dispatch instruction,8/10/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,8/10/2016 5:30:00 PM,Approved,1,190,0,0,
Unable to meet dispatch instruction,9/4/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,9/4/2016 6:30:00 PM,Approved,1,190,0,0,
Unable to meet dispatch instruction.,8/9/2016 5:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,8/9/2016 5:00:00 PM,Approved,1,65.05,0,0,
Unable to reach dispatch target issued by Random Number Generator.,7/15/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/15/2016 6:00:00 PM,Approved,1,190,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 9:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 9:00:00 PM,Approved,1,32.907,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 8:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 8:00:00 PM,Approved,1,59.019,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 8:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 8:30:00 PM,Approved,1,59.248,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 7:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 7:30:00 PM,Approved,1,73.309,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 7:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 7:00:00 PM,Approved,1,77.36,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 6:30:00 PM,Approved,1,119.684,0,0,
Unit RTS & ramp-up delayed due to reset of overspeed tripping solenoid.,6/18/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/18/2016 6:00:00 PM,Approved,1,143,0,0,
Unit failed to start.,9/13/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,9/13/2016 5:00:00 PM,Approved,1,190,0.0625,4.340277778e-05,
Unit had problems ramping up and staying to min load,2/27/2017 11:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,2/27/2017 11:00:00 AM,Approved,1,151.922,0,0,
Unit in commissioning. Ramping issue.,1/24/2016 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/24/2016 10:00:00 AM,Approved,1,135.919,0,0,
Unit issues ramping up to dispatch target due to safety concern when high rotor temperature alarm got activated,3/1/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,3/1/2017 1:30:00 PM,Approved,1,55.647,0,0,
Unit output below dispatch target due to ambient,5/30/2017 4:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,5/30/2017 4:30:00 AM,Approved,1,8.874,0,0,
Unit output below dispatch target due to ambient conditions.,5/25/2017 12:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/25/2017 12:00:00 PM,Approved,1,5.76,0,0,
Unit ramp up following delayed RTS due to unit trip,10/10/2016 11:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/10/2016 11:30:00 AM,Approved,1,56.433,0,0,
Unit ramp-up,3/1/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,3/1/2017 1:30:00 PM,Approved,1,146.407,0,0,
Unit ramping limited on return to service,11/14/2016 9:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,11/14/2016 9:30:00 AM,Approved,1,13.467,0,0,
Unit ramping up following RTS delay due to unit trip,10/10/2016 10:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/10/2016 10:30:00 AM,Approved,1,87.8,0,0,
Unit ramping up following delayed RTS due to unit trip,10/10/2016 11:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/10/2016 11:00:00 AM,Approved,1,74.107,0,0,
"Unit restart, plant conditions preventing unit following ramp up profile",6/15/2016 6:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/15/2016 6:30:00 PM,Approved,1,53.96,0,0,
"Unit restart, plant conditions preventing unit following ramp up profile",6/15/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/15/2016 6:00:00 PM,Approved,1,68.12,0,0,
Unit shut down for outage.,7/16/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/16/2016 5:30:00 PM,Approved,1,89.142,0,0,
Unit slow to ramp,2/25/2016 3:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/25/2016 3:30:00 PM,Approved,1,8.954,0,0,
Unit slow to ramp,1/15/2016 6:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/15/2016 6:00:00 AM,Approved,1,14.667,0,0,
Unit slow to ramp down,7/16/2016 11:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/16/2016 11:30:00 PM,Approved,1,38.96,0,0,
Unit slow to ramp for capacity testing,5/17/2016 5:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/17/2016 5:00:00 PM,Approved,1,13.767,0,0,
Unit slow to ramp from previous dispatch,8/17/2016 5:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,8/17/2016 5:30:00 AM,Approved,1,9.56,0,0,
Unit slow to ramp from previous dispatch,4/10/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/10/2017 4:30:00 PM,Approved,1,9.68,0,0,
Unit slow to ramp from previous dispatch,1/1/2017 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,1/1/2017 12:30:00 PM,Approved,1,10.397,0,0,
Unit slow to ramp from previous dispatch,4/10/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/10/2017 4:30:00 PM,Approved,1,10.509,0,0,
Unit slow to ramp from previous dispatch due to power augmentation issues.,6/19/2017 6:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,6/19/2017 6:30:00 AM,Approved,1,42.002,0,0,
Unit slow to ramp from previous dispatch due to power augmentation issues.,6/19/2017 6:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,6/19/2017 6:00:00 AM,Approved,1,43.95,0,0,
Unit slow to ramp from previous dispatch.,8/3/2016 5:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,8/3/2016 5:00:00 AM,Approved,1,12.596,0,0,
Unit slow to ramp on start up,6/16/2017 6:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,6/16/2017 6:00:00 AM,Approved,1,165.096,0,0,
Unit slow to ramp to dispatch target following unexpected direction to commit from System Management,5/29/2017 6:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,5/29/2017 6:30:00 AM,Approved,1,156.007,0,0,
Unit slow to ramp to full capacity during capacity testing,5/16/2016 4:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/16/2016 4:00:00 PM,Approved,1,13.613,0,0,
Unit slow to ramp up,10/22/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,10/22/2016 4:30:00 PM,Approved,1,4.325,0,0,
Unit slow to ramp up,4/25/2017 3:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/25/2017 3:00:00 PM,Approved,1,9.523,0.020833333,1.446759259e-05,
Unit slow to ramp up,2/8/2016 5:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,2/8/2016 5:00:00 AM,Approved,1,10.708,0,0,
Unit slow to ramp up,1/4/2017 5:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/4/2017 5:30:00 AM,Approved,1,13.046,0,0,
Unit slow to ramp up,7/16/2016 8:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/16/2016 8:00:00 AM,Approved,1,51.7,0,0,
Unit slow to ramp up,7/16/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/16/2016 7:30:00 AM,Approved,1,59.72,0,0,
Unit slow to ramp up,5/5/2017 11:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,5/5/2017 11:30:00 AM,Approved,1,114.142,0,0,
Unit slow to ramp up.,10/22/2016 2:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,10/22/2016 2:00:00 PM,Approved,1,7.638,0,0,
Unit slow to ramp up.,1/3/2017 7:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/3/2017 7:00:00 AM,Approved,1,11.133,0,0,
Unit slow to ramp up.,5/21/2017 6:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,5/21/2017 6:00:00 AM,Approved,1,16.169,0.020833333,1.446759259e-05,
Unit slow to ramp up.,5/11/2017 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/11/2017 12:30:00 PM,Approved,1,22.569,0,0,
Unit slow to ramp up.,5/11/2017 12:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/11/2017 12:00:00 PM,Approved,1,29.643,0,0,
Unit slow to ramp up.,7/21/2016 6:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/21/2016 6:00:00 AM,Approved,1,49.88,0,0,
Unit slow to ramp up.,1/2/2017 2:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,1/2/2017 2:00:00 PM,Approved,1,140.022,0,0,
Unit trip,4/11/2016 10:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/11/2016 10:30:00 AM,Approved,1,165.627,0,0,
Unit trip,4/11/2016 11:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/11/2016 11:00:00 AM,Approved,1,190,0,0,
Unit trip due to high combustion pulsation,5/31/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/31/2017 1:00:00 PM,Approved,1,190,0.0625,4.340277778e-05,
Unit trip during RTS from blade wash outage,10/10/2016 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/10/2016 9:30:00 AM,Approved,1,143,0.020833333,1.446759259e-05,
Unit tripped due to blown fuse on blade pass temperature element,11/1/2016 7:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,11/1/2016 5:00:00 PM,Approved,1,143,0.104166667,7.233796296e-05,
Unit tripped during startup coming from outage due to a HH alarm on IP drum level.,8/15/2016 9:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,8/15/2016 9:30:00 AM,Approved,1,143,0,0,
Unit's output was constrained due to ventilation fan issues.,6/22/2017 9:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/22/2017 7:00:00 PM,Approved,1,79.25,0.104166667,7.233796296e-05,
WGP GT delayed ramp-up due to start failure.,6/11/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/11/2017 2:30:00 PM,Approved,1,184.248,0,0,
WGP GT delayed ramp-up due to start failure.,6/11/2017 2:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,6/11/2017 2:00:00 PM,Approved,1,190,0,0,
WGP U2 delayed ramp-up due to start failure.,7/3/2017 6:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/3/2017 6:00:00 AM,Approved,1,61.623,0,0,
WGP U2 delayed ramp-up due to start failure.,7/3/2017 5:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,7/3/2017 5:30:00 AM,Approved,1,190,0,0,
WGP U2 not started due to uneconomic short run.,9/18/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,9/18/2016 6:00:00 PM,Approved,1,190,0,0,
WGP U2 shut down early - Email advice from Trading not received,8/20/2016 8:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,8/20/2016 8:30:00 PM,Approved,1,133.099,0,0,
WGP U2 start fail due to fuel drain valve limit switch fault,10/19/2016 7:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,10/19/2016 7:00:00 AM,Approved,1,190,0.020833333,1.446759259e-05,
"WGP1 gas control valve erratic, unit offline to reset/restart",4/3/2017 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/3/2017 12:30:00 PM,Approved,1,150.657,0,0,
"WGP1 gas control valve erratic, unit offline to reset/restart",4/3/2017 1:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,4/3/2017 1:00:00 PM,Approved,1,162.103,0,0,
Wagerup U1 slow to ramp due to plant issues,1/24/2017 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,1/24/2017 1:30:00 PM,Approved,1,159.676,0,0,
"Wagerup unit 2 trip, control fault",7/14/2016 5:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/14/2016 5:00:00 PM,Approved,1,142.95,0,0,
"Wagerup unit 2 trip, control fault",7/14/2016 6:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/14/2016 6:00:00 PM,Approved,1,166.688,0,0,
"Wagerup unit 2 trip, control fault",7/14/2016 5:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,7/14/2016 5:30:00 PM,Approved,1,190,0,0,
"delayed ramp-up due to high fogging, evaporative cooler and water injection system",5/12/2016 3:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/12/2016 3:00:00 PM,Approved,1,24.477,0,0,
delayed ramping due to ticking water valve that delayed the start of the power augmentation system,5/20/2016 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/20/2016 4:30:00 PM,Approved,1,20.968,0,0,
delayed synchronization due to failure of fuel drain valve close limit switch,4/16/2016 10:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/16/2016 10:30:00 AM,Approved,1,177.328,0,0,
due to ambient condition,3/14/2016 3:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,3/14/2016 3:00:00 PM,Approved,1,9.256,0,0,
fuel gas control valve issue,5/31/2017 12:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,5/31/2017 12:00:00 PM,Approved,1,152.855,0,0,
high LP drum pressure as a result of the failure of the feedback arm from the IP to lp bled steam valve,6/20/2016 12:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,6/20/2016 12:30:00 AM,Approved,1,110.739,0,0,
slow to ramp up,10/28/2016 11:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,10/28/2016 11:00:00 PM,Approved,1,18.68,0,0,
unit maximum output was restricted to 100 MW as-generated due to high rotor temperature alarm for safety purposes,2/25/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/25/2017 4:30:00 PM,Approved,1,85.164,0,0,
unit slow to ramp up,4/26/2017 10:30:00 AM,AURICON_PNJ_U1,AURICON,Forced,4/26/2017 10:00:00 AM,Approved,1,136.235,0.020833333,1.446759259e-05,
unit slow to ramp up.,1/29/2017 4:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/29/2017 4:00:00 AM,Approved,1,22.223,0,0,
Ambient condition limitation,8/8/2016 7:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,8/8/2016 7:00:00 PM,Approved,1,32.161,0,0,0
"Ambient temperature, capacity limit",2/16/2016 1:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 1:00:00 PM,Approved,1,3.557,0,0,0
"Ambient temperature, capacity limit",2/16/2016 1:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 1:30:00 PM,Approved,1,3.557,0,0,0
"Ambient temperature, capacity limit",2/16/2016 2:00:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 2:00:00 PM,Approved,1,4.441,0,0,0
"Ambient temperature, capacity limit",2/16/2016 3:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 3:00:00 PM,Approved,1,5.398,0.020833333,1.446759259e-05,0
"Ambient temperature, capacity limit",2/16/2016 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 2:30:00 PM,Approved,1,5.499,0,0,0
"Ambient temperature, capacity limit",2/16/2016 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/16/2016 2:30:00 PM,Approved,1,101.649,0,0,0
CG1 and CG4 outage.,1/8/2017 4:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,1/8/2017 7:30:00 AM,Approved,1,30,0.375,0.000260417,0
CG1 outage,1/13/2017 2:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,1/9/2017 10:30:00 AM,Approved,1,15,4.166666667,0.002893519,0
CG1 outage.,1/8/2017 7:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/7/2017 1:00:00 AM,Approved,1,15,1.25,0.000868056,0
CG1 outage.,1/9/2017 9:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,1/8/2017 5:00:00 PM,Approved,1,15,0.666666667,0.000462963,0
Delay in unit ramp up,2/27/2017 12:30:00 PM,AURICON_PNJ_U1,AURICON,Forced,2/27/2017 12:30:00 PM,Approved,1,87.528,0,0,0
Delayed RTS of the unit from blade wash,2/13/2017 10:00:00 AM,AURICON_PNJ_U1,AURICON,Forced,2/13/2017 10:00:00 AM,Approved,1,33.421,0,0,0
